"power","stat","dist","kn","n","cpt","delta"
0.0654,"Vn","norm","log",200,"c4rt",-0.6
0.0586,"Vn","norm","log",200,"c4rt",-0.5
0.0538,"Vn","norm","log",200,"c4rt",-0.4
0.046,"Vn","norm","log",200,"c4rt",-0.3
0.0404,"Vn","norm","log",200,"c4rt",-0.2
0.041,"Vn","norm","log",200,"c4rt",-0.0999999999999999
0.0444,"Vn","norm","log",200,"c4rt",0
0.0482,"Vn","norm","log",200,"c4rt",0.1
0.0458,"Vn","norm","log",200,"c4rt",0.2
0.0426,"Vn","norm","log",200,"c4rt",0.3
0.05,"Vn","norm","log",200,"c4rt",0.4
0.0546,"Vn","norm","log",200,"c4rt",0.5
0.0684,"Vn","norm","log",200,"c4rt",0.6
0.0752,"Vn","norm","log",200,"c4rt",0.7
0.0762,"Vn","norm","log",200,"c4rt",0.8
0.0808,"Vn","norm","log",200,"c4rt",0.9
0.0884,"Vn","norm","log",200,"c4rt",1
0.0968,"Vn","norm","log",200,"c4rt",1.1
0.097,"Vn","norm","log",200,"c4rt",1.2
0.1082,"Vn","norm","log",200,"c4rt",1.3
0.107,"Vn","norm","log",200,"c4rt",1.4
0.1222,"Vn","norm","log",200,"c4rt",1.5
0.1386,"Vn","norm","log",200,"c4rt",1.6
0.147,"Vn","norm","log",200,"c4rt",1.7
0.1424,"Vn","norm","log",200,"c4rt",1.8
0.152,"Vn","norm","log",200,"c4rt",1.9
0.1624,"Vn","norm","log",200,"c4rt",2
0.0964,"Vn","norm","log",500,"c4rt",-2
0.0938,"Vn","norm","log",500,"c4rt",-1.9
0.0972,"Vn","norm","log",500,"c4rt",-1.8
0.0918,"Vn","norm","log",500,"c4rt",-1.7
0.0826,"Vn","norm","log",500,"c4rt",-1.6
0.088,"Vn","norm","log",500,"c4rt",-1.5
0.0888,"Vn","norm","log",500,"c4rt",-1.4
0.0742,"Vn","norm","log",500,"c4rt",-1.3
0.0754,"Vn","norm","log",500,"c4rt",-1.2
0.08,"Vn","norm","log",500,"c4rt",-1.1
0.0632,"Vn","norm","log",500,"c4rt",-1
0.0632,"Vn","norm","log",500,"c4rt",-0.9
0.0622,"Vn","norm","log",500,"c4rt",-0.8
0.058,"Vn","norm","log",500,"c4rt",-0.7
0.057,"Vn","norm","log",500,"c4rt",-0.6
0.0538,"Vn","norm","log",500,"c4rt",-0.5
0.0468,"Vn","norm","log",500,"c4rt",-0.4
0.0514,"Vn","norm","log",500,"c4rt",-0.3
0.0428,"Vn","norm","log",500,"c4rt",-0.2
0.0462,"Vn","norm","log",500,"c4rt",-0.0999999999999999
0.0486,"Vn","norm","log",500,"c4rt",0
0.0468,"Vn","norm","log",500,"c4rt",0.1
0.043,"Vn","norm","log",500,"c4rt",0.2
0.0474,"Vn","norm","log",500,"c4rt",0.3
0.0496,"Vn","norm","log",500,"c4rt",0.4
0.0558,"Vn","norm","log",500,"c4rt",0.5
0.0644,"Vn","norm","log",500,"c4rt",0.6
0.0564,"Vn","norm","log",500,"c4rt",0.7
0.0674,"Vn","norm","log",500,"c4rt",0.8
0.0646,"Vn","norm","log",500,"c4rt",0.9
0.0624,"Vn","norm","log",500,"c4rt",1
0.076,"Vn","norm","log",500,"c4rt",1.1
0.074,"Vn","norm","log",500,"c4rt",1.2
0.0742,"Vn","norm","log",500,"c4rt",1.3
0.0826,"Vn","norm","log",500,"c4rt",1.4
0.0814,"Vn","norm","log",500,"c4rt",1.5
0.095,"Vn","norm","log",500,"c4rt",1.6
0.0904,"Vn","norm","log",500,"c4rt",1.7
0.0972,"Vn","norm","log",500,"c4rt",1.8
0.0932,"Vn","norm","log",500,"c4rt",1.9
0.1104,"Vn","norm","log",500,"c4rt",2
0.2554,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-2
0.249,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.9
0.2232,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.8
0.2104,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.7
0.1952,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.6
0.1754,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.5
0.1662,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.4
0.146,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.3
0.1428,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.2
0.1304,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.1
0.1036,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1
0.1002,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.9
0.087,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.8
0.0736,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.7
0.0746,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.6
0.0654,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.5
0.0662,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.4
0.0704,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.3
0.0588,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.2
0.0564,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.0999999999999999
0.0592,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0
0.0548,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.1
0.053,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.2
0.0656,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.3
0.0648,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.4
0.0614,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.5
0.078,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.6
0.0768,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.7
0.0784,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.8
0.0902,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.9
0.099,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1
0.124,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.1
0.1312,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.2
0.1482,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.3
0.1614,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.4
0.1674,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.5
0.1876,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.6
0.2062,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.7
0.2332,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.8
0.2496,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.9
0.273,"Vn","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",2
0.0998,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-2
0.0958,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.9
0.0954,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.8
0.0942,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.7
0.0916,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.6
0.0858,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.5
0.0838,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.4
0.0796,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.3
0.0756,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.2
0.0706,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.1
0.07,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1
0.0658,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.9
0.0632,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.8
0.059,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.7
0.052,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.6
0.0478,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.5
0.047,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.4
0.045,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.3
0.0462,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.2
0.042,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.0999999999999999
0.0522,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0
0.043,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.1
0.0496,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.2
0.0456,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.3
0.0448,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.4
0.0492,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.5
0.047,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.6
0.0592,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.7
0.0564,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.8
0.0588,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.9
0.0676,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1
0.071,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.1
0.069,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.2
0.0802,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.3
0.0872,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.4
0.0848,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.5
0.092,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.6
0.097,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.7
0.098,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.8
0.1028,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.9
0.1062,"Vn","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",2
0.0774,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-2
0.0766,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.9
0.078,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.8
0.0756,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.7
0.0682,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.6
0.0656,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.5
0.0634,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.4
0.0658,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.3
0.0656,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.2
0.064,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.1
0.06,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1
0.0576,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.9
0.0608,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.8
0.0528,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.7
0.0462,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.6
0.0488,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.5
0.043,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.4
0.0414,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.3
0.0418,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.2
0.0456,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.0999999999999999
0.0438,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0
0.0494,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.1
0.0478,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.2
0.035,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.3
0.0472,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.4
0.0466,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.5
0.0522,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.6
0.0526,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.7
0.0522,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.8
0.0588,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.9
0.0546,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1
0.0584,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.1
0.0616,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.2
0.0656,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.3
0.0656,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.4
0.067,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.5
0.0706,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.6
0.0696,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.7
0.068,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.8
0.0736,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.9
0.0774,"Vn","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",2
0.6846,"Zn","ar1_0.5","log",50,"c4rt",-2
0.6412,"Zn","ar1_0.5","log",50,"c4rt",-1.9
0.6084,"Zn","ar1_0.5","log",50,"c4rt",-1.8
0.564,"Zn","ar1_0.5","log",50,"c4rt",-1.7
0.5104,"Zn","ar1_0.5","log",50,"c4rt",-1.6
0.4876,"Zn","ar1_0.5","log",50,"c4rt",-1.5
0.4418,"Zn","ar1_0.5","log",50,"c4rt",-1.4
0.4044,"Zn","ar1_0.5","log",50,"c4rt",-1.3
0.3742,"Zn","ar1_0.5","log",50,"c4rt",-1.2
0.3456,"Zn","ar1_0.5","log",50,"c4rt",-1.1
0.3174,"Zn","ar1_0.5","log",50,"c4rt",-1
0.2782,"Zn","ar1_0.5","log",50,"c4rt",-0.9
0.2574,"Zn","ar1_0.5","log",50,"c4rt",-0.8
0.2346,"Zn","ar1_0.5","log",50,"c4rt",-0.7
0.2212,"Zn","ar1_0.5","log",50,"c4rt",-0.6
0.2046,"Zn","ar1_0.5","log",50,"c4rt",-0.5
0.187,"Zn","ar1_0.5","log",50,"c4rt",-0.4
0.1854,"Zn","ar1_0.5","log",50,"c4rt",-0.3
0.1694,"Zn","ar1_0.5","log",50,"c4rt",-0.2
0.1738,"Zn","ar1_0.5","log",50,"c4rt",-0.0999999999999999
0.1696,"Zn","ar1_0.5","log",50,"c4rt",0
0.17,"Zn","ar1_0.5","log",50,"c4rt",0.1
0.178,"Zn","ar1_0.5","log",50,"c4rt",0.2
0.1822,"Zn","ar1_0.5","log",50,"c4rt",0.3
0.1878,"Zn","ar1_0.5","log",50,"c4rt",0.4
0.2022,"Zn","ar1_0.5","log",50,"c4rt",0.5
0.2164,"Zn","ar1_0.5","log",50,"c4rt",0.6
0.238,"Zn","ar1_0.5","log",50,"c4rt",0.7
0.2584,"Zn","ar1_0.5","log",50,"c4rt",0.8
0.275,"Zn","ar1_0.5","log",50,"c4rt",0.9
0.3142,"Zn","ar1_0.5","log",50,"c4rt",1
0.336,"Zn","ar1_0.5","log",50,"c4rt",1.1
0.3872,"Zn","ar1_0.5","log",50,"c4rt",1.2
0.4094,"Zn","ar1_0.5","log",50,"c4rt",1.3
0.4396,"Zn","ar1_0.5","log",50,"c4rt",1.4
0.4874,"Zn","ar1_0.5","log",50,"c4rt",1.5
0.5138,"Zn","ar1_0.5","log",50,"c4rt",1.6
0.566,"Zn","ar1_0.5","log",50,"c4rt",1.7
0.607,"Zn","ar1_0.5","log",50,"c4rt",1.8
0.6308,"Zn","ar1_0.5","log",50,"c4rt",1.9
0.6822,"Zn","ar1_0.5","log",50,"c4rt",2
0.3464,"Zn","ar1_0.5","log",200,"c4rt",-2
0.3058,"Zn","ar1_0.5","log",200,"c4rt",-1.9
0.274,"Zn","ar1_0.5","log",200,"c4rt",-1.8
0.2294,"Zn","ar1_0.5","log",200,"c4rt",-1.7
0.2124,"Zn","ar1_0.5","log",200,"c4rt",-1.6
0.188,"Zn","ar1_0.5","log",200,"c4rt",-1.5
0.1578,"Zn","ar1_0.5","log",200,"c4rt",-1.4
0.1432,"Zn","ar1_0.5","log",200,"c4rt",-1.3
0.1348,"Zn","ar1_0.5","log",200,"c4rt",-1.2
0.1204,"Zn","ar1_0.5","log",200,"c4rt",-1.1
0.0922,"Zn","ar1_0.5","log",200,"c4rt",-1
0.0922,"Zn","ar1_0.5","log",200,"c4rt",-0.9
0.0784,"Zn","ar1_0.5","log",200,"c4rt",-0.8
0.0648,"Zn","ar1_0.5","log",200,"c4rt",-0.7
0.06,"Zn","ar1_0.5","log",200,"c4rt",-0.6
0.056,"Zn","ar1_0.5","log",200,"c4rt",-0.5
0.0496,"Zn","ar1_0.5","log",200,"c4rt",-0.4
0.042,"Zn","ar1_0.5","log",200,"c4rt",-0.3
0.0378,"Zn","ar1_0.5","log",200,"c4rt",-0.2
0.0424,"Zn","ar1_0.5","log",200,"c4rt",-0.0999999999999999
0.043,"Zn","ar1_0.5","log",200,"c4rt",0
0.0406,"Zn","ar1_0.5","log",200,"c4rt",0.1
0.0396,"Zn","ar1_0.5","log",200,"c4rt",0.2
0.0462,"Zn","ar1_0.5","log",200,"c4rt",0.3
0.0482,"Zn","ar1_0.5","log",200,"c4rt",0.4
0.0504,"Zn","ar1_0.5","log",200,"c4rt",0.5
0.0594,"Zn","ar1_0.5","log",200,"c4rt",0.6
0.0618,"Zn","ar1_0.5","log",200,"c4rt",0.7
0.0786,"Zn","ar1_0.5","log",200,"c4rt",0.8
0.0842,"Zn","ar1_0.5","log",200,"c4rt",0.9
0.0892,"Zn","ar1_0.5","log",200,"c4rt",1
0.1024,"Zn","ar1_0.5","log",200,"c4rt",1.1
0.1254,"Zn","ar1_0.5","log",200,"c4rt",1.2
0.1448,"Zn","ar1_0.5","log",200,"c4rt",1.3
0.1624,"Zn","ar1_0.5","log",200,"c4rt",1.4
0.1906,"Zn","ar1_0.5","log",200,"c4rt",1.5
0.2154,"Zn","ar1_0.5","log",200,"c4rt",1.6
0.2408,"Zn","ar1_0.5","log",200,"c4rt",1.7
0.2572,"Zn","ar1_0.5","log",200,"c4rt",1.8
0.2958,"Zn","ar1_0.5","log",200,"c4rt",1.9
0.3338,"Zn","ar1_0.5","log",200,"c4rt",2
0.3484,"Zn","ar1_0.5","log",500,"c4rt",-2
0.2952,"Zn","ar1_0.5","log",500,"c4rt",-1.9
0.2716,"Zn","ar1_0.5","log",500,"c4rt",-1.8
0.225,"Zn","ar1_0.5","log",500,"c4rt",-1.7
0.202,"Zn","ar1_0.5","log",500,"c4rt",-1.6
0.187,"Zn","ar1_0.5","log",500,"c4rt",-1.5
0.1498,"Zn","ar1_0.5","log",500,"c4rt",-1.4
0.128,"Zn","ar1_0.5","log",500,"c4rt",-1.3
0.1148,"Zn","ar1_0.5","log",500,"c4rt",-1.2
0.092,"Zn","ar1_0.5","log",500,"c4rt",-1.1
0.0838,"Zn","ar1_0.5","log",500,"c4rt",-1
0.0686,"Zn","ar1_0.5","log",500,"c4rt",-0.9
0.059,"Zn","ar1_0.5","log",500,"c4rt",-0.8
0.0496,"Zn","ar1_0.5","log",500,"c4rt",-0.7
0.0404,"Zn","ar1_0.5","log",500,"c4rt",-0.6
0.0338,"Zn","ar1_0.5","log",500,"c4rt",-0.5
0.033,"Zn","ar1_0.5","log",500,"c4rt",-0.4
0.0326,"Zn","ar1_0.5","log",500,"c4rt",-0.3
0.0246,"Zn","ar1_0.5","log",500,"c4rt",-0.2
0.0262,"Zn","ar1_0.5","log",500,"c4rt",-0.0999999999999999
0.0266,"Zn","ar1_0.5","log",500,"c4rt",0
0.0256,"Zn","ar1_0.5","log",500,"c4rt",0.1
0.0284,"Zn","ar1_0.5","log",500,"c4rt",0.2
0.0344,"Zn","ar1_0.5","log",500,"c4rt",0.3
0.0338,"Zn","ar1_0.5","log",500,"c4rt",0.4
0.0358,"Zn","ar1_0.5","log",500,"c4rt",0.5
0.0438,"Zn","ar1_0.5","log",500,"c4rt",0.6
0.049,"Zn","ar1_0.5","log",500,"c4rt",0.7
0.059,"Zn","ar1_0.5","log",500,"c4rt",0.8
0.064,"Zn","ar1_0.5","log",500,"c4rt",0.9
0.083,"Zn","ar1_0.5","log",500,"c4rt",1
0.0948,"Zn","ar1_0.5","log",500,"c4rt",1.1
0.1138,"Zn","ar1_0.5","log",500,"c4rt",1.2
0.1322,"Zn","ar1_0.5","log",500,"c4rt",1.3
0.154,"Zn","ar1_0.5","log",500,"c4rt",1.4
0.183,"Zn","ar1_0.5","log",500,"c4rt",1.5
0.2018,"Zn","ar1_0.5","log",500,"c4rt",1.6
0.2384,"Zn","ar1_0.5","log",500,"c4rt",1.7
0.263,"Zn","ar1_0.5","log",500,"c4rt",1.8
0.3112,"Zn","ar1_0.5","log",500,"c4rt",1.9
0.3438,"Zn","ar1_0.5","log",500,"c4rt",2
0.6458,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-2
0.6118,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.9
0.5708,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.8
0.533,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.7
0.4908,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.6
0.4736,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.5
0.4346,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.4
0.3996,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.3
0.3694,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.2
0.3514,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.1
0.3212,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1
0.2876,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.9
0.2646,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.8
0.252,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.7
0.2344,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.6
0.228,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.5
0.2078,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.4
0.2072,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.3
0.1904,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.2
0.1926,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.0999999999999999
0.1892,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0
0.1918,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.1
0.2,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.2
0.198,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.3
0.2124,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.4
0.2208,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.5
0.2386,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.6
0.2526,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.7
0.2704,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.8
0.285,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.9
0.3218,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1
0.3448,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.1
0.3838,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.2
0.3968,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.3
0.4262,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.4
0.4672,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.5
0.496,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.6
0.5438,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.7
0.573,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.8
0.599,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.9
0.6442,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",2
0.2882,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-2
0.2632,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.9
0.2318,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.8
0.1956,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.7
0.184,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.6
0.1682,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.5
0.1424,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.4
0.1342,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.3
0.127,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.2
0.1126,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.1
0.0956,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1
0.0936,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.9
0.082,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.8
0.0688,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.7
0.0644,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.6
0.0604,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.5
0.0556,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.4
0.0474,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.3
0.0434,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.2
0.0462,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.0999999999999999
0.049,"Zn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0
